,text,sentiment
436,"packingannya safe banget pake palet. kondisi barang bagus dan ok, gk ada yg cacat ato rusak. kl boleh saran, time delivery nya dtingkatin lg deh, lbh ok kl pagi transfer trus sore ato bsk paginya barang sampe, pasti banyak customer yg dtg.",isi ini ya ges (positive/neutral/negative)
437,cepat sampai. pesan sabtu malam senin siang dah sampai.. tv lumayan tipis & enteng. senilai lah dgn harganya,isi ini ya ges (positive/neutral/negative)
438,Ready gan?,isi ini ya ges (positive/neutral/negative)
439,"Mantap, ok",isi ini ya ges (positive/neutral/negative)
440,"Koq tulisan kardus 64gb, di fdnya 8gb ya?!?",isi ini ya ges (positive/neutral/negative)
441,Secara keseluruhan semuanya bagus. Tapi kok isinya cuma 14.55gb yah..?,isi ini ya ges (positive/neutral/negative)
442,sesuai deskripsi skrg lg di test.. semoga tidak ada sesuatu yg tidak diinginkan..,isi ini ya ges (positive/neutral/negative)
443,"produknya simple bgt,, nda byk tombol di remote,, kualitas gambar jg bagus,, halnya saja speakernya kurang bagus,, smoga kedepannya lebih baik lg Coocaa",isi ini ya ges (positive/neutral/negative)
444,",maaf cma adptorny saja karena memori nympe langsung saya pake dn terimakasih untuk kurirNy, ,untuk memori asli real 32gb dn speed reading 95mbps ,,silahkan yg mau memory berkualitas dn gga bikin kantong jebol",isi ini ya ges (positive/neutral/negative)
445,terimakasih packing aman barang aman..kualitas mantab jaya..tapi sayang seller kurang responsif.. Pengiriman juga lama,isi ini ya ges (positive/neutral/negative)
446,"barang sesuai deksripsi...garansi resmi asus, harga lebih murah, packing rapih dan amam, ongkir lebih murah...2 hari udah nyampe dari order...mantap nih...yang penting belinya harus dari official lazada kalau mau cepat dan terjamin...",isi ini ya ges (positive/neutral/negative)
447,Barang selamat sampai tujuan.. :),isi ini ya ges (positive/neutral/negative)
448,Mudah2an awet,isi ini ya ges (positive/neutral/negative)
449,pengiriman supercepat cuman sehari... thanks lazada kurirnya super ramah,isi ini ya ges (positive/neutral/negative)
450,terimkasih sudah saya terima sesuai pesanan dan cepat sa,isi ini ya ges (positive/neutral/negative)
451,الحمدلله رب العالمین  ahirnya pesanan tv sy sampai juga,isi ini ya ges (positive/neutral/negative)
452,paket ditrima siang saya cek remote udh conek ke tv.malem tv tidak bisa dioperasikan dg remote.mohon pencerahanya,isi ini ya ges (positive/neutral/negative)
453,"Barang sudah sampai dalam kondisi baik, lebih cepat dari perkiraan waktu kirim, sejauh ini tidak ada masalah, terima kasih seller dan lazada",isi ini ya ges (positive/neutral/negative)
454,Makasih udh kekirim barangnya sesuai sama yg di gambar semoga berkah.. .,isi ini ya ges (positive/neutral/negative)
455,"Barang cepat nyampe, Kualitas Oke..Tapi kok gak ada tutup ya kak? Overall okelah",isi ini ya ges (positive/neutral/negative)
456,"bagus, sesuai harga, pengiriman lumayan mungkin karena dr luar negeri, but overall sesuai harga",isi ini ya ges (positive/neutral/negative)
457,Coba kalo pengirimannya melalui lex.pasti udah nyampe sebelum batas tgl pengiriman akhir,isi ini ya ges (positive/neutral/negative)
458,kualitas sesuai dgn harga lumayanlah,isi ini ya ges (positive/neutral/negative)
459,mantap,isi ini ya ges (positive/neutral/negative)
460,"Barang bagus,packing rapih,respone cepat....terima kasih lazada",isi ini ya ges (positive/neutral/negative)
461,"sdh dicoba,lumayan msh normal,wlwpun bukan brg baru alias second,sedikit kcwa,ttup bgian bwh sdh pd patah sepit nya,jg g bs rapet lg,tpi gpp yg penting msh bs di pakai,semoga awet.",isi ini ya ges (positive/neutral/negative)
462,Barang sudah sampai. Makasih lazada,isi ini ya ges (positive/neutral/negative)
463,"Alhamdulillah barang sudah sampai, sesuai pesanan, dan cepat, saya pesan rabu malam, besok siang nya sudah sampai rumah. Cuma kartu garansinya koq gak ada ya .. Terimakasih.",isi ini ya ges (positive/neutral/negative)
464,barang sesuai. makasih ya..,isi ini ya ges (positive/neutral/negative)
465,"Barang bagus, harganya juga cukup terjangkau, kecepatan pengiriman baik.. semoga awet awet yah.. 😁",isi ini ya ges (positive/neutral/negative)
466,good,isi ini ya ges (positive/neutral/negative)
467,"Pesanan nya sdh sampai dengan cepat,, Amaziiing...TV nya ok,garansi ada, puas bgt belanja di toko ini, good seller...thank you lazada!",isi ini ya ges (positive/neutral/negative)
468,Pokoknya bagus ...😄,isi ini ya ges (positive/neutral/negative)
469,Flashdisk nya jelek... Gak bisa dipake...,isi ini ya ges (positive/neutral/negative)
470,Barangnya sesuai pesanan dan packing rapi,isi ini ya ges (positive/neutral/negative)
471,"sempat ragu kalau ini bukan smart tv, ternyata iya. packaging baik, kondisi tv baik. top 👍",isi ini ya ges (positive/neutral/negative)
472,barang udah sampe dengan selamat .. pengiriman lumayan cepet 3 hari ke sulawesi .. biasanya 5-7 hari .. overall mantap .. semoga awet .aamiin,isi ini ya ges (positive/neutral/negative)
473,"Setelah menerima barang ini 3 hari yang lalu, saya coba buat unboxing dan review.. kelengkapan standart, semua part lengkap, terkirim dengan selamat. setelah 3 hari pemakaian, TV ini worth it untuk harga yang ditawarkan, Pros : FHD, analog tuner, port I/O lumayan lengkap, Cons : hole axis untuk braket kenapa hanya 2 lubang (masing2 1 hole untuk braket hook) agak kurang secure menurut saya, output suara tidak terdengar Smart maupun SRS Dolby Audio +(DDT+) malah lebih terdengar cempreng dan pecah di treble, cuman emang kencengnya gilee.. hehehe... Overall, sesuai dengan harga yang ditawarkan, sayangnya harga diskon naik turun, saya beda sehari udah naik 100rb, harga sekarang lebih murah 50rb dari harga yang saya dapatkan ketika membeli... (wierd)",isi ini ya ges (positive/neutral/negative)
474,original 👍👍👍👍,isi ini ya ges (positive/neutral/negative)
475,"pengiriman nya cepat minggu pesan selasa langsung datang. uda dicoba semua berfungsi dg baik. smoga awet yak, thx",isi ini ya ges (positive/neutral/negative)
476,Tv ny alhmdulih sampai dgn slmat mudh mudhan tv ny awet,isi ini ya ges (positive/neutral/negative)
477,"barang oke,warna terang",isi ini ya ges (positive/neutral/negative)
478,"Kecewa.. Battery Pecah, Wifi Error Device (Padahal Sudah Install Ulang Driver)",isi ini ya ges (positive/neutral/negative)
479,Mantaaapppppp.... Pesanan sesuai yg di inginkan... Tq,isi ini ya ges (positive/neutral/negative)
480,laptop di packing kayu.. bekerja dengan normal.. cuma pengiriman agak lama di ekspedisi.. mudah2an awet..,isi ini ya ges (positive/neutral/negative)
481,barang oke,isi ini ya ges (positive/neutral/negative)
482,top banget deh pokoknya,isi ini ya ges (positive/neutral/negative)
483,no cacat,isi ini ya ges (positive/neutral/negative)
484,Deskripsinya 32GB tapi nyatanya cuma 1.8GB padahal di covernya tulisannya 32GB,isi ini ya ges (positive/neutral/negative)
485,alhamdulillah dah smpe tv nya dengan aman dan slamat 🙏🏻 makasih coocaa makasih lazada gk lupa makasih byak jga buat bpk kurir nya yg dah ngater smpe rmh siang2 panas2 🙏🏻 smoga amanah smua,isi ini ya ges (positive/neutral/negative)
486,sesuai pesanan dan sampai tmpt wktu,isi ini ya ges (positive/neutral/negative)
487,"untuk pengiriman cepat, produk original pastinya dan tidak ketinggalan dapat bonus juga... makasih",isi ini ya ges (positive/neutral/negative)
488,bgus awet,isi ini ya ges (positive/neutral/negative)
489,"barang sudah diterima, agak lama sih tapi barang lumayan murah.. thanks yah",isi ini ya ges (positive/neutral/negative)
490,paket nya dah sampe.cpt bgt.tanks lazada,isi ini ya ges (positive/neutral/negative)
491,Magic pointer tidak compatible .. kenapa yaa,isi ini ya ges (positive/neutral/negative)
492,"Barang ok,, dapet bintang 5 dah",isi ini ya ges (positive/neutral/negative)
493,"barang sampai dengan selamat, berfungsi dengan baik, semoga awet dah, top buat coocaa , tq lazada ,😀",isi ini ya ges (positive/neutral/negative)
494,"Cepat pengirimanya, puas hasilnya",isi ini ya ges (positive/neutral/negative)
495,good,isi ini ya ges (positive/neutral/negative)
496,bagus tvnya saya suka no problem,isi ini ya ges (positive/neutral/negative)
497,braket tdk ada sesuai iklan,isi ini ya ges (positive/neutral/negative)
498,barang yang datang sesuai dan memuaskan toplah untuk lazada . sukses terus,isi ini ya ges (positive/neutral/negative)
499,Seharusnya produk kt hrus lebih bagus dan gambarnya lbih cerah... jgn nanti warga kta mencari produk luar karna kualitasnya beda banget dgn profuk kita..,isi ini ya ges (positive/neutral/negative)
500,Barang ok sesuai pesanan.. Dan mantapz pokik nya... Pengiriman cepat ....lbh cepat dari perkiraan...,isi ini ya ges (positive/neutral/negative)
501,Bagaimna cara kredit.x..???..,isi ini ya ges (positive/neutral/negative)
502,terimakasih packing aman barang aman..kualitas mantab jaya..tapi sayang seller kurang responsif.. Pengiriman juga lama,isi ini ya ges (positive/neutral/negative)
503,barangya bagus. semoga awet. terus ringan banget paketnya. kyk tv murahan. tapi utk sekarag worth lah,isi ini ya ges (positive/neutral/negative)
504,"Barang sudah sampai pesan kemaren sore, besok siang sdh sampai ... tv nya Langsung digunakan ... kondisi tv top bgt",isi ini ya ges (positive/neutral/negative)
505,barang sudah mendarat rapi,isi ini ya ges (positive/neutral/negative)
506,thank you! semuanya serba cepet dari pemesanan sampe pengiriman cuma sehari! 👌,isi ini ya ges (positive/neutral/negative)
507,"di gambar ada 2 model tu les tebal dan tipis, yg mana satu yg benarnya?",isi ini ya ges (positive/neutral/negative)
508,"Pengirimannya cepat, barang sesuai pesanan cuman bonusannya bikin ngakak",isi ini ya ges (positive/neutral/negative)
509,"Pengiriman Cepat, Packing Ok, Barang Kualitasnya Bagus. Top Lah Lazada..",isi ini ya ges (positive/neutral/negative)
510,Pesanan sudah sampai tapi FREE BRACKET nya kok nggak ada? Bagaimana LAZADA? Bisakah dibantu soal ini?,isi ini ya ges (positive/neutral/negative)
511,Baru dipake 2x udh engga kebaca aja,isi ini ya ges (positive/neutral/negative)
512,ok...,isi ini ya ges (positive/neutral/negative)
513,"Packing rapih. nyampenya cepet banget, paling toppppppp",isi ini ya ges (positive/neutral/negative)
514,top sesuai sma sampelnya ...👍👍,isi ini ya ges (positive/neutral/negative)
515,"Mantul,,,,Awalnya sdkt ragu krn brang tanpa pengaman kayu, tp stlh di operasikan lncar jaya tanpa masalah...trm ksjh kurir tlh mengirimnya dg hati2.",isi ini ya ges (positive/neutral/negative)
516,mantul!! very best quality!!,isi ini ya ges (positive/neutral/negative)
517,mantap lah.. SD Card di coba langsung sukses.. semoga awett.. pengiriman juga cepat.. thanks ya..,isi ini ya ges (positive/neutral/negative)
518,"packing rapi, barang bagus sesuai harapan, cepat sampai... trima kasih",isi ini ya ges (positive/neutral/negative)
519,"Masya Allah . TV nya mantap, layar nya jernih pula ,suaranya joss, langsung pantengin youtube, thanks Coocaa,thank lazada ,thanks amang kurir ninja eks yg mau bareng unboxing dan test keadaan TV.",isi ini ya ges (positive/neutral/negative)
520,"Barang Oke, Waktu kirimnya cepat, respon penjual cepat",isi ini ya ges (positive/neutral/negative)
521,"Terimakasih barang dah sampai dengan selamat..packing rapih,.. terimakasih ninja yg supercepat ramah...pokoknya semuanya memuaskan..semoga maju terus...",isi ini ya ges (positive/neutral/negative)
522,barang oke punya ori. packing sgt rapih ada bubble wrapnya. pengiriman secepat kilat. gut jop buat lazada n kurirnya. jaya trus indonesia,isi ini ya ges (positive/neutral/negative)
523,"terimakasih lazada, barang bagus, cepat sekali dikirimnya",isi ini ya ges (positive/neutral/negative)
524,nice product,isi ini ya ges (positive/neutral/negative)
525,"makasih ya gan tv nya sesuai deskripsi, bagus ..",isi ini ya ges (positive/neutral/negative)
526,"nicee..packaging aman, barang cepat sampai tujuan",isi ini ya ges (positive/neutral/negative)
527,barang ny ok...puass... lupa klo psen ny sama antena digital ny psti lebih ok dehh ..packing ny pake kayu rapih  dan lagi s kurirnya sabar and duper,isi ini ya ges (positive/neutral/negative)
528,"Pengiriman cepat, packing rapih, kualitas barang original, thanks lazada",isi ini ya ges (positive/neutral/negative)
529,Barang sampe dah 10 hari sorry baru kasih ulasan,isi ini ya ges (positive/neutral/negative)
530,"pesan sehari sampai, mantap banget.....so far sesuai dengan ekspetasi dengan harga yg terjangkau",isi ini ya ges (positive/neutral/negative)
531,produk harga bersahabat kualitas juga baik,isi ini ya ges (positive/neutral/negative)
532,Barang sudah sampai. sayang memorinya cm 29 dari 32g. thanks y,isi ini ya ges (positive/neutral/negative)
533,"Barang bagus, pengiriman cepat",isi ini ya ges (positive/neutral/negative)
534,"barang udah nympe sesuai estimasi, dan barangny sofar jg gak ada masalah. thanks ya 👍",isi ini ya ges (positive/neutral/negative)
535,Penyimpanan HOAX Disitu 64Gb Tapi Yg Bisa Dipakai Masih Ratusan MB,isi ini ya ges (positive/neutral/negative)
536,Mantap lah.. Kapan2 pengen order lagi,isi ini ya ges (positive/neutral/negative)
537,"Pelayanan cukup memuaskan,paking rapi dan tv led bagus tak ada kendala ,cuma saya pengen tahu apa tv led phllips 32""32 pha 4100 ini sudah terdaftar garansinya... Terima kasih lazada ....... Saya sangat senang sistem bayar di tempat ini",isi ini ya ges (positive/neutral/negative)
538,"Barang mendarat dengan selamat, Mantab.. pengiriman cepat, packing aman pakai pallet.. Mantab",isi ini ya ges (positive/neutral/negative)
539,flashdisknya rusak,isi ini ya ges (positive/neutral/negative)
540,"leptopnya sudah sampe dalam waktu 3 hari packingnya rapi dan terlindungi barangnya bagus dan keren,, semoga awet dan gk ada kendala dari leptopnya",isi ini ya ges (positive/neutral/negative)
541,Sangat murah.. kwalitas bagus,isi ini ya ges (positive/neutral/negative)
542,"barang sudah datang, paketan lumayan, sayang pengiriman agak lambat, pesan tanggal 3 naymapai sini tanggal 10. padahal jarak hanya dari jakarta ke bekasi.",isi ini ya ges (positive/neutral/negative)
543,ok barang nya aman,isi ini ya ges (positive/neutral/negative)
544,packingan mantap laptop mulus..semoga berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
545,semoga awet,isi ini ya ges (positive/neutral/negative)
546,tv bagus harga murah,isi ini ya ges (positive/neutral/negative)
547,REALPICT gak nyesel deh belanja di sini..udah penjual nya baik dan ramah barang pun tidak mengecewakan...,isi ini ya ges (positive/neutral/negative)
548,sngat puas,isi ini ya ges (positive/neutral/negative)
549,"keren,, thankyou",isi ini ya ges (positive/neutral/negative)
550,"Kecepatan pengiriman mantap, ±24 jam (1 hari) sudah sampai, barang utuh, kualitas produk mantap dah. Belanja online di LazMall emang rekomended (pengirimannya cepet). Intinya puas, pertahankan LazMall 😁",isi ini ya ges (positive/neutral/negative)
551,Barang sudah sampai... terimakasih lazada.,isi ini ya ges (positive/neutral/negative)
552,audionya biasa aja.. dolby nya gk brasaa,isi ini ya ges (positive/neutral/negative)
553,barang masih belum dicoba pengiriman cepat,isi ini ya ges (positive/neutral/negative)
554,Ap bisa bayar di tempat,isi ini ya ges (positive/neutral/negative)
555,sesuai. bagus dan lucu,isi ini ya ges (positive/neutral/negative)
556,Barang ok,isi ini ya ges (positive/neutral/negative)
557,"Android tv nya bagus. Gambar lumayan jernih, audionya juga cakep. Saya terima barangnya tanpa ada cacat sedikit pun. Hanya saja pengiriman nya lama 14 hari setelah pemesanan. Ya mungkin karena faktor flash sale kmrn makanya harus antri sesuai urutannya. Sebagai reviewer awam, mnrt saya ini salah satu tv termurah di kelasnya dengan kualitas yang tidak murahan.",isi ini ya ges (positive/neutral/negative)
558,"packing rapi dpt free handsfree pula ,,, makasih yah",isi ini ya ges (positive/neutral/negative)
559,kualitas produk ok sesuai dengan harga yang dibayar,isi ini ya ges (positive/neutral/negative)
560,Alhamdulillah komplit barang masih segel&ORI  pembungkusan rapih seller juga lumayan cepat&ramah..thank u lazada&JNE...,isi ini ya ges (positive/neutral/negative)
561,"bagus banget, gak pernah nyesel blanja di toko yang ini",isi ini ya ges (positive/neutral/negative)
562,barang cepat sampai dan dikirim lgsg sama pegawai tokonya.,isi ini ya ges (positive/neutral/negative)
563,"Alhamdulillah barang nya dteng cepat ,pesan tgl 26 dteng tgl 29 Dan barang bagus semua lengkap dan kurirnya baik... tq lazada",isi ini ya ges (positive/neutral/negative)
564,"ADATA Flashdriver sudah saya terima,Kwalitas bagus,Thanxs Lazada",isi ini ya ges (positive/neutral/negative)
565,mantul dah doain semoga awet,isi ini ya ges (positive/neutral/negative)
566,barang udah d rakit...tinggal cek doang sebelum.x saya ucap trimkasih,isi ini ya ges (positive/neutral/negative)
567,"barang bagus, respon cepat",isi ini ya ges (positive/neutral/negative)
568,"barang sampai bagus sesuai harapan, walaupun kendala di pengiriman lewat estimasi, its ok tq",isi ini ya ges (positive/neutral/negative)
569,tidak bisa di pakai,isi ini ya ges (positive/neutral/negative)
570,sip mantab... pengiriman cepat... ada  tas nya juga siplah... mudah2 awet...,isi ini ya ges (positive/neutral/negative)
571,sampai ketujuan dengan selamat muantap guede buanget layarnya thanks Coocaa N Lazada,isi ini ya ges (positive/neutral/negative)
572,"tv tidak berfungsi..saya coba keservis centre klaim garansi, alamatnya fiktif..akhirnya barang sy retur k lazada..buat yg tinggal di semarang, jgn beli produk coocaa karena service centre nya gak aktif..saya coba datang kesana tidak ditemukan gedungnya..masa sewa gedung habis..",isi ini ya ges (positive/neutral/negative)
573,"Murah, dan lebih bagus dari merek c**c**, suaranya lebih jernih dan gambarnya lebih tajam. Mending beli ini dibanding produk merek cina",isi ini ya ges (positive/neutral/negative)
574,Barang standart terlalu mahal itu harga dan kualitas sgtu,isi ini ya ges (positive/neutral/negative)
575,"Alhamdulillah,barang di terima dalam keadaan bagus,semoga awet",isi ini ya ges (positive/neutral/negative)
576,"pesanan telah diterima, terima kasih",isi ini ya ges (positive/neutral/negative)
577,Barang sdh sampai..kemaren pesan hari ini sdh sampai..,isi ini ya ges (positive/neutral/negative)
578,barang bagus kwalitas ok,isi ini ya ges (positive/neutral/negative)
579,biar bintang yg berbicara. recomen gaes,isi ini ya ges (positive/neutral/negative)
580,barang bagys sesuai dg gambar,isi ini ya ges (positive/neutral/negative)
581,udah dipake n lancar,isi ini ya ges (positive/neutral/negative)
582,Barangnya sangat jelek..,isi ini ya ges (positive/neutral/negative)
583,sangat puas. beli kemarin siang datang sore ini. makasih lazada. semoga tv nya awett☺️☺️☺️,isi ini ya ges (positive/neutral/negative)
584,Ini serius gan? Murah banget buset,isi ini ya ges (positive/neutral/negative)
585,pkok'y puas bgt blnja di java elektronik...asli 100 % wlwpun agk lma pngriman'y...dan kurir'y sgt ramah...top bgt dech,isi ini ya ges (positive/neutral/negative)
586,sipp barang udah  sampai dengan aman dan sesuai pesanan. respon cepat! Best seller!,isi ini ya ges (positive/neutral/negative)
587,"Alhamdulillah udah sampai dengan selamat                barang oke mudah"" awat makasih lazada😘😘😘",isi ini ya ges (positive/neutral/negative)
588,Tv e odik! Punya odik! Huli,isi ini ya ges (positive/neutral/negative)
589,keren,isi ini ya ges (positive/neutral/negative)
590,Barang sudah sampai dalam keadaan selamat!! Meskipun was was packingnya cuma pake bubble wrap.. it's okee. Was was juga sama si Ninjaa yg banyak komplenan nyaa. alhamdulillah 4 hari sampai dengan selamat. Terima kasih lazada!! terima kasih ninjaaa!!,isi ini ya ges (positive/neutral/negative)
591,Barang Bagus,isi ini ya ges (positive/neutral/negative)
592,new dan tak ada kérusakan,isi ini ya ges (positive/neutral/negative)
593,Barang new SM bgt seperti d gambar..bwt maen PS4 buening abis.tq tq,isi ini ya ges (positive/neutral/negative)
594,mohon flasdish d speaker dikirimkan... diusulkan saya sudah berusaha lunas tp barang tdk sesuai..m.kok skr lazada g okeee ya......,isi ini ya ges (positive/neutral/negative)
595,Barang diterima dan baik,isi ini ya ges (positive/neutral/negative)
596,Murah berkualitas,isi ini ya ges (positive/neutral/negative)
597,"Barang sudah tiba hanya dalam waktu dua hari ke Bogor, pengiriman cepat dan aman dan sudah dites, terimakasih lazada atas fast respon",isi ini ya ges (positive/neutral/negative)
598,top barangnya,isi ini ya ges (positive/neutral/negative)
599,bagus sekali... alhamdulillaah diterima dg keadaan baik sekali...trimakasih lazada...,isi ini ya ges (positive/neutral/negative)
600,mantap. paket pakai Peking kayu,isi ini ya ges (positive/neutral/negative)
601,"Produk awet sampe sekarang dan awet. Kecepatan USB 3.0, very nice.",isi ini ya ges (positive/neutral/negative)
602,Mantaplah,isi ini ya ges (positive/neutral/negative)
603,produk mantap dgn harga terjangkau. mudah2an awet ya. thanks seller,isi ini ya ges (positive/neutral/negative)
604,puas banget.. Alhamdulillah paketnya sudah sampai dari tanggal 14  terimakasih lazada dan seller terimakasih juga kurirnya,isi ini ya ges (positive/neutral/negative)
605,barang bagus banget. pengirimian cepet bange kemarin order hari ini langsung sampe. barang bagus semua kecuali kulitas suara. suaranya suka matinyala tapi udh d atasain sm pihak coocaa. walaupun lazada tidak terlalu membantu. tapi tetap bagus dan baik,isi ini ya ges (positive/neutral/negative)
606,tv nya original  packing rapi ... reperensi bgt belanja elektronik di toko ini,isi ini ya ges (positive/neutral/negative)
607,usb diterima lebih cepat dari info yang ada.. barang nya ok dan sesuai dengan spek yang dicantumkan di lazada.. tks,isi ini ya ges (positive/neutral/negative)
608,produk belum dicoba semoga aman packing cm plastik wrapp tanpa packing kayu produk enteng sekali semoga aman terkendali harga sesuai pemgiriman relatif cepat trims,isi ini ya ges (positive/neutral/negative)
609,bagus,isi ini ya ges (positive/neutral/negative)
610,"barang ori👍, pengiriman cpt.",isi ini ya ges (positive/neutral/negative)
611,"barangnya bagus, sesuai harapan. pengirimannya juga tergolong cepat. packingnya baik",isi ini ya ges (positive/neutral/negative)
612,"meskipun ga di packing kayu, tadi nya was was. Alhamdulillah selamat sampai rumah. bekerja dengan baik. Mantull pisan , Terimakasih.",isi ini ya ges (positive/neutral/negative)
613,"Penguriman nya sangat cepat udah dipasang juga. Tapi Sayang banget aku pikir ada bonus voucher makan, tapi ngga ada di packet nya.",isi ini ya ges (positive/neutral/negative)
614,alhamdulilah akhirnya sampai juga.tv berpungsi dengan baik.paking rapi kurirnya juga ramah.semoga awet di pakainya..amiiin (terima kasih Lazmall dan lazada.semoga sukses selalu dan berjaya..,isi ini ya ges (positive/neutral/negative)
615,Barang sudah sampai... Mantap deh LED TVnya :) semoga awet :) Bermodal 20rb bisa jadi Smart TV (lebih smart dari Android TV :v dengan harga terjangkau :),isi ini ya ges (positive/neutral/negative)
616,barang bagus & sesuai,isi ini ya ges (positive/neutral/negative)
617,standart lah,isi ini ya ges (positive/neutral/negative)
618,Keren!!!! Barang sampe dalam 2 hari dalam kondisi packingan rapi. Mas2 kurirnya juga ramaah bisa tanya2 sekalian haha,isi ini ya ges (positive/neutral/negative)
619,"Bagi Yang Minat Order/Pesan Barang Kami,Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 0852 5072 0044 ..atau invite PIN D9066CB6 Langsung Dari Reseller Toko..Terimah Kasih.",isi ini ya ges (positive/neutral/negative)
620,"Kualitas standar, malah seperti puyeh/kurang cerah warnya. Paling terlihat ketika di home menu, icon patchwall app terlihat buram. Untuk fitur standar saja. Seperti contoh, tidak ada timer on/off seperti tv non smart. Tapi untuk harga sepertinya sebanding. Untuk tv 32 inch dapat harga 1.5jt (andaikan bukan smart)",isi ini ya ges (positive/neutral/negative)
621,"Packing bagus, kiriman cepat cuma prodyknya Gambar xizelnya kurang jelas dan kurang jernih.",isi ini ya ges (positive/neutral/negative)
622,Barang sesuai foto Isinya sakit hati gak penuh  Yang belum beli lebih baik jangan,isi ini ya ges (positive/neutral/negative)
623,"Luar biasa Promo dari Lazada, dapat harga terbaik di promo 9.9, pengiriman cepat, packing rapih, kondisi barang bagus.",isi ini ya ges (positive/neutral/negative)
624,barang sesuai pesanan.semoga saja awet,isi ini ya ges (positive/neutral/negative)
625,"Proses dan pengiriman cepat, barang sesuai pesanan dan sampai dengan selamat, info bila ada yg butuh utk.ukuran vesa 20cm, lalu untuk jarak stand meja 75cm 😳👌",isi ini ya ges (positive/neutral/negative)
626,barang bagus dan cepat,isi ini ya ges (positive/neutral/negative)
627,"barang datang tepat waktu, malah lebih cepat dari perkiraan, kondisi packingan sangat rapih malah hampir sulit dibuka. keseluruhan cukup memuaskan. barangnya blm dicoba, next mau kasih ulasan lagi terkait barangnya.",isi ini ya ges (positive/neutral/negative)
628,berkualitas. mantap,isi ini ya ges (positive/neutral/negative)
629,mantul dah pokoknya,isi ini ya ges (positive/neutral/negative)
630,"sudah 7hr dr estimasi brng blm sampai, paket pun tidak bisa di lacak, komplain ke lazada&pos indonesia, saling menyalahkan. layanan prioritas apa seperti ini? solusi chat CS : ""Mohon maaf"" ""bisa di tunggu sampai lupa sudah beli tv""",isi ini ya ges (positive/neutral/negative)
631,mantap,isi ini ya ges (positive/neutral/negative)
632,"barang bagus,, pengiriman lumayan cepat,,",isi ini ya ges (positive/neutral/negative)
633,"Sangat puas,  meskipun kapasitasnya tdk sampai 32 GB (hanya 28,6),",isi ini ya ges (positive/neutral/negative)
634,mantap,isi ini ya ges (positive/neutral/negative)
635,"sudah diterima, walau lewat dua hari dari estimasi, yang nganter ninja tapi ramah gak bawa pedang sama suriken, cuma barang stock lama dari kemasan yg agak lusuh, tapi barang berfungsi dengan baik",isi ini ya ges (positive/neutral/negative)
636,"Pengiriman sesuai prediksi, ternyata TV nya made in jawa, bukan import atau dari batam.  Posisi kirim spt nya terbalik kalo lihat gambar fragile nya.  Semoga berfungsi baik, sy belum nyala kan",isi ini ya ges (positive/neutral/negative)
637,"barang berjalan lancar semoga awet, pengiriman kejogja 2 mingguan & packing rapi dapet harga 713 ribu pas birthday sale, minusnya pada saat dites kapasitas rom,nya sebesar 16gb aja. overal baguslah",isi ini ya ges (positive/neutral/negative)
638,Barang nya bagus mantul dech,isi ini ya ges (positive/neutral/negative)
639,Dari dulu suka sama lenovo ... jadi nya tiap beli pasti lenovo dech. Cukup buat kerjaain tugas kantor apa lagi sdh ada windows nya. HARGA MANTAP,isi ini ya ges (positive/neutral/negative)
640,Barang original sandisk,isi ini ya ges (positive/neutral/negative)
641,Barang cepat sampai,isi ini ya ges (positive/neutral/negative)
642,"thanks. respon cepat, packing bagus, dan fast shipping. bonusnya jg bagus. thanks",isi ini ya ges (positive/neutral/negative)
643,brg sdh diterima,isi ini ya ges (positive/neutral/negative)
644,belum dicoba soalnya.. semoga pas aja sesuai spek yg dideskripsi. packing juga rapi. semoga tidak kecewa karna sejauh ini saya blanja disini lancar saja. trimakasih,isi ini ya ges (positive/neutral/negative)
645,"Pengiriman tanpa paking palet/kayu sehingga rawan rusak/pecah/ retak, untuk diperhatiakan karna yang dikirim TV yang mudah pecah/retak bila terbentur sedikit keras",isi ini ya ges (positive/neutral/negative)
646,ok,isi ini ya ges (positive/neutral/negative)
647,"barang aman sih,belum dicoba semua fiturnya.",isi ini ya ges (positive/neutral/negative)
648,"tv nya dh sampe hari sabtu sore, pengiriman lama pecking rapi dan aman tv mulus, tpi pas dicoba knpa gambar nya g jernih padahal antena dipasang ditv lain bgus bersih jernih.  tpi dipasang ditv ini ga bagus semua  chenel nya. itu knpa ya? padahal baca semua ulasan bgus semua jernih gambar nya.",isi ini ya ges (positive/neutral/negative)
649,thx u lazada,isi ini ya ges (positive/neutral/negative)
650,"so far ok bangt barang nya the best , cuma 3 hari pengiriman 😍",isi ini ya ges (positive/neutral/negative)
651,mantap BOSS,isi ini ya ges (positive/neutral/negative)
652,"barangnya sudah sampai tepat waktu,sdh di coba jga.syang produk nya di buat dari Malaysia ,bukan dari Thailand soalnya di gambar pembeli sebelum nya dari Thailand jadi sy ksh bintang 4 karna dsini ada perbedaan barang",isi ini ya ges (positive/neutral/negative)
653,Nice,isi ini ya ges (positive/neutral/negative)
654,"mantap, langsung detek. good seller",isi ini ya ges (positive/neutral/negative)
655,Barang diterima dalam kondisi baik. Pengemasannya juga bagus. Barangnya memuaskan.,isi ini ya ges (positive/neutral/negative)
