,text,sentiment
6172,Brang dah di terima .....lumaya ok tinggal tes...,isi ini ya ges (positive/neutral/negative)
6173,mantul...trim lazadda,isi ini ya ges (positive/neutral/negative)
6174,siiiiiiiiiiiiiip,isi ini ya ges (positive/neutral/negative)
6175,barang sudah sampai dalam keadaan baik dan diantar oleh kurir ...,isi ini ya ges (positive/neutral/negative)
6176,Love it. It is delivered much faster than the time estimation.,isi ini ya ges (positive/neutral/negative)
6177,Usb antivirus diganti menjadi gantungan kunci dan lembaran kaya stiker tpi bkn stiker. Intinya top bgt lah,isi ini ya ges (positive/neutral/negative)
6178,"Barang sesuai deskripsi, dijamin ORI mungkin karena yang jual LazMall. Kemasan luar biasa diluar perkiraan, AMAN, dikasih kayu, dimasukkan dalam kotak, dan dibungkus plastik wrap, ditambah lagi bubble wrap.",isi ini ya ges (positive/neutral/negative)
6179,kartu garansiny g ada...,isi ini ya ges (positive/neutral/negative)
6180,"Brg dah smpe 4 harian dr order wkt sale. Skrg hrganya dah naik lgi, tgl install OS. Cmn kecewa beda warna dgn yg digmbar mestinya biru tua. Sy dpt full black. Tlg lbih konsisten lgi Lazada.",isi ini ya ges (positive/neutral/negative)
6181,"gan saya order 2 tv,  baru sampe tadi siang jam 1an,  saya pulang kerja jam 5 trus saya buka 2 tv teryata 1 tv retak parahh,  padahal dipacking kayu,  apa digudang sana kirim uda dicek benar2???  1 tv nya lcd amann,  jadi bagaimana proses pergantiannya gann?",isi ini ya ges (positive/neutral/negative)
6182,Jooossss gandosss,isi ini ya ges (positive/neutral/negative)
6183,aazzziibbb....,isi ini ya ges (positive/neutral/negative)
6184,"Garansinya apa ya, ada di Bandung apa tidak",isi ini ya ges (positive/neutral/negative)
6185,barangnya mantab bosku,isi ini ya ges (positive/neutral/negative)
6186,makasih ..,isi ini ya ges (positive/neutral/negative)
6187,Tv nya bagus datang cepet cuma 3hr dah sampe Denpasar Bali. Wehh 4 kali beli ini semua bagus datang cepet! !Thanks lazada5,isi ini ya ges (positive/neutral/negative)
6188,"saya puas dengan kualitas notebook ini untuk keperluan word, excel dan presentasi, karena kualitas baik. Dari dulu saya memang percaya dengan IBM walapun sudah dibeli lenovo, kualitas barang tetap terjaga.",isi ini ya ges (positive/neutral/negative)
6189,"Coocaa 50S5G sudah mendarat dengan aman. Beli pas promo 11/11+voucher dgn harga 5,5 juta. Bayar hari minggu, hari rabu sore sudah tiba. Ketepatan waktu pengiriman lumayan oke. Setelah dicoba ngulik beberapa jam, ada beberapa poin yg menjadi pertimbangan: -Basis androidnya android TV, jadi beberapa aplikasi tidak bisa di-install via playstore. -Format HDD NTFS tidak terbaca, perlu apk tambahan sepertinya. -Remote pairing via bluetooth kadang tidak jalan (diskonek sendiri). Belum dicoba: nonton TV via antena analog maupun digital OVERALL: Dengan harga promo 5,5 juta Coocaa 50S50G salah satu (atau bahkan satu2nya) TV 4K entry level di atas 43 inch yg worth to buy menurut saya. Kalo harga normal 6,5 juta mungkin masih ada beberapa Smart TV lain yg bisa dipertimbangkan. Tapi mungkin utk ukuran smart TV berbasis android TV, ini sudah cukup memuaskan.",isi ini ya ges (positive/neutral/negative)
6190,"Minta info, yg saya terima tidak ada DVDRW nya mas, padahal d gambar ada.. mohon responnya cepat",isi ini ya ges (positive/neutral/negative)
6191,"Kondisi barang normal kelengkapan; Unit TV, Remot + Baterai, Manual Book, tdk ada Garansi card atau semacamnya. Kelebihan Produk ; Tersedia noise reduction Gambar lebih halus, bisa memutar video 60Fps FHD, Kekurangan; No Hard Panel, No Anti Glare, Sound Standar. dengan harga demikian Produk ini sangat di rekomendasikan. bagi yang mau pengiriman ke luar daerah jawa untuk lebih sabar karena proses bisa sampai 2 minggu. Thanks Lazada & JNE",isi ini ya ges (positive/neutral/negative)
6192,"Terimakasih xiaomi dan lazada,paket aman tanpa kendala.di packing kayu gan,mantul untuk kurirnya walaupun agak lama pengiriman",isi ini ya ges (positive/neutral/negative)
6193,barang udah sampe dr kmren hr minggu & sjauh ini berfungsi dgn baik smua.. mksh COOCAA udh ngdiskonin nih tv yg smart hehe & mksh jg Lazada & Kurir'a.. 😊,isi ini ya ges (positive/neutral/negative)
6194,"sesuai dengan pesanan, performa mantap",isi ini ya ges (positive/neutral/negative)
6195,"belum dipakai sih, smoga dapat berfungsi dgn baik",isi ini ya ges (positive/neutral/negative)
6196,Terkirim artinya sudah terkirim ? Atau sudah di terima ? Saya tak ada di rumah....Jadi yg menerima siapa ya?,isi ini ya ges (positive/neutral/negative)
6197,packing rapi dan sangat aman. seller juga sangat respon dan tdk bosan menjawab pertanyaan. barang sesuai harapan. semoga awet.,isi ini ya ges (positive/neutral/negative)
6198,bagus.,isi ini ya ges (positive/neutral/negative)
6199,barang sdh diterima n msh tersegel rapi tp blm dicoba.... mksh lazada,isi ini ya ges (positive/neutral/negative)
6200,"Respon chat seller sangat cepat dan ramah. Proses penyerahan barang ke pihak kurir sedikit lambat dan no resi tidak sesuai. Kualitas barang sesuai dengan iklan. Barangnya sangat bagus. Dan dapat hadiah tas. Di laptopnya sudah terinstall MS office 365, tapi hanya versi trial. Lumayan lah buat laptop harga segitu.",isi ini ya ges (positive/neutral/negative)
6201,Saya mau mengembalikan tablet ini..tablet ini bekas pake dan udah rusak tolong di bantu min😠,isi ini ya ges (positive/neutral/negative)
6202,barangy udh nyampe,isi ini ya ges (positive/neutral/negative)
6203,joz,isi ini ya ges (positive/neutral/negative)
6204,thanks lazada...worth it banget,isi ini ya ges (positive/neutral/negative)
6205,Mantulll...,isi ini ya ges (positive/neutral/negative)
6206,jos,isi ini ya ges (positive/neutral/negative)
6207,mantap TV nya,isi ini ya ges (positive/neutral/negative)
6208,barang mantab sesuai gambar dan deskripsi...hanya saja barang ta dikrim sekaligus jd hrs menunggu subwoofer nya belum datang,isi ini ya ges (positive/neutral/negative)
6209,sangat memuaskan belanja online di lazada....,isi ini ya ges (positive/neutral/negative)
6210,sesuai pesanan,isi ini ya ges (positive/neutral/negative)
6211,FDx oke cmn blm tau dehh kapasitas memorix..tpi okelah dgn harga segitu,isi ini ya ges (positive/neutral/negative)
6212,"Alhamdulillah sangat puas, nanti aku pesan lagi ya, aku untuk pesanan arisan barang mudah""an selalu memuaskan biar anggota arisan ku, mau ikut lagi...",isi ini ya ges (positive/neutral/negative)
6213,"Puji Tuhan sampai dengan selamat,, barang aman",isi ini ya ges (positive/neutral/negative)
6214,"Sesuai dengan yang digambar, terimakasih lazada",isi ini ya ges (positive/neutral/negative)
6215,"pengiriman cepat, kemasan rapih, blm dibuka...good job",isi ini ya ges (positive/neutral/negative)
6216,tiba2 ga bisa terbaca stelah 1 thn...bisa tolong?,isi ini ya ges (positive/neutral/negative)
6217,Mau tanya bagaimana pesanan saya .. notifikasi di akun barang sudah sampai tapi hari ini saya belom terima padahal pengirimannya pake gojek tolong di cek kembali ...,isi ini ya ges (positive/neutral/negative)
6218,"bagus barangnya, packingnya jg sangat rapi dan safety, cm sdkt sayang ternyata gak ada DVD drivenya.",isi ini ya ges (positive/neutral/negative)
6219,harga murah,isi ini ya ges (positive/neutral/negative)
6220,puas bagus barang nya mksh lazada,isi ini ya ges (positive/neutral/negative)
6221,packingan mantap laptop mulus..semoga berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
6222,"Satu bintang dulu, ntar kalo barang nyampe dan kondisi bagus nanti tambah lagi bintangnya...",isi ini ya ges (positive/neutral/negative)
6223,mantaap,isi ini ya ges (positive/neutral/negative)
6224,Sandisk nya top banget,isi ini ya ges (positive/neutral/negative)
6225,bintang menilai... sellernya ramah lagi 😄,isi ini ya ges (positive/neutral/negative)
6226,Alhamdulillah barang nyampek dengan tanpa cacat di test juga warnanya cerah bening banget..Puas pokoknya makasih seller dan lazada👍👍👍👍,isi ini ya ges (positive/neutral/negative)
6227,Barang nya sudah sampai. cepat sampainya. dan barang nya bagus.,isi ini ya ges (positive/neutral/negative)
6228,Mantab.... Reseller nya... Pengiriman cepat dan pakingan ok... Thank's... Reseller dan lazada... Sukses selalu.... Buat reseller dan lazada....,isi ini ya ges (positive/neutral/negative)
6229,"Yang saya nggak sangka, produknya enteng banget! Materialnya juga kelihatan mewah. Suka!",isi ini ya ges (positive/neutral/negative)
6230,"Pesan saat 11.11 harga pas dapat potongan harga yang lumayan gede begitu juga dapat potongan Voucernya hemat dikantong dengan ukuran 40 inchi gambar mantap Full HD, 3 hari langsung nyampek rumah Surabaya lewat kurir Ninja Expres saya puas dengan pelayanan kurir Ninja Expres Surabaya sangat care terhadap konsumennya.Dan janji untuk mendapatkan Vip Card ternyata sudah diterima lewat E-mail walaupun agak telat tapi Lazada dan Coocaa sudah menepati janjinya. Terima kasih Lazada dan Coocaa dengan memberikan harga murah tapi kwalitas okey. tunggu di 12.12 nanti harga pasti dijamin murah dan banyak diskon dan Voucernya dbandingkan hari - hari biasa ikuti terus",isi ini ya ges (positive/neutral/negative)
6231,"Packing rapi, kualitas lumayan bagus sukses lazada",isi ini ya ges (positive/neutral/negative)
6232,ori,isi ini ya ges (positive/neutral/negative)
6233,Lumayan bagus,isi ini ya ges (positive/neutral/negative)
6234,seeepppppppppp......,isi ini ya ges (positive/neutral/negative)
6235,barang mantep sesuay semua berfungsi dengan baik packing pun rapih,isi ini ya ges (positive/neutral/negative)
6236,ok banget,isi ini ya ges (positive/neutral/negative)
6237,sesuai dengan di pic suka thx ya,isi ini ya ges (positive/neutral/negative)
6238,paket diterima dalam kondisi baik,isi ini ya ges (positive/neutral/negative)
6239,netral,isi ini ya ges (positive/neutral/negative)
6240,Mudah2an bagus belum dibuka,isi ini ya ges (positive/neutral/negative)
6241,akhirnya bisa terima siaran digital. terima kasih coocaa atas pelayanannya,isi ini ya ges (positive/neutral/negative)
6242,"bagus barangnya,, di jamin memuaskan,, praktis tinggal pake 👍👍👍",isi ini ya ges (positive/neutral/negative)
6243,"Barangnya bagus sesuai ekspektasi, dateng nya cepet banget cuman dua hari, thanks lazada",isi ini ya ges (positive/neutral/negative)
6244,"Barang sudah sampai cepat dan packing baik... Recommended seller ,mantab....",isi ini ya ges (positive/neutral/negative)
6245,"Sudah 2 kali saya melakukan pembelian laptop lenovo ideapad 8GD yang kami apresiasi kali ini barang lebih cepat sampai dari barang yang kami pesan terlebih dahulu, trimakasi LAZADA yang sudah mendukung dan menyediakan barang kami dan tibah lebih awal dari estimasi pengiriman standart",isi ini ya ges (positive/neutral/negative)
6246,"Di deskripsi & diskusi ditulis USB movie, kenyataannya TV ini port USB nya hanya utk service saja tdk bisa utk play movie/music. Bener2 dibohongi nih, bisa retur / tukar gak nih? Kalau bs sy revisi jd bintang 5",isi ini ya ges (positive/neutral/negative)
6247,Saya sudah menerima produk Asusnya dalam kondisi baru dan masih disegel,isi ini ya ges (positive/neutral/negative)
6248,"packingan rapih, paket datang sesuai estimasi, tablet sesuai gambar. kurirnya juga sopan, tablet berfungsi dengan baik mudah2an awet. thx lazada",isi ini ya ges (positive/neutral/negative)
6249,"sip.... asli, moga awet, kurirnya juga keren, malam2 hujan tetap mengantar pesanan. trim's.",isi ini ya ges (positive/neutral/negative)
6250,sesuai dengan pesanan,isi ini ya ges (positive/neutral/negative)
6251,kmrn saya beli laptop Blm Dipke ko udh rusak sih Ini gmna caranya sih.,isi ini ya ges (positive/neutral/negative)
6252,"barang ori,harga murah, pengiriman cepat",isi ini ya ges (positive/neutral/negative)
6253,"gambarnya lumayan bagus, cuma kok gak ada buku garansinya,gmn y cara dapetin garansinya, soalnya sampe sekarang  kartu garansi nya blm ada juga, solusinya gmn nih dari pihak lazada",isi ini ya ges (positive/neutral/negative)
6254,ok,isi ini ya ges (positive/neutral/negative)
6255,sangat puas ... pesanan sangat cepat pesan mlm 2 hari dateng..  rekomendet tv smart.. xiaomi barang murah tp kualitas kgk murahan.. mantap.. mksih lazada n seller..,isi ini ya ges (positive/neutral/negative)
6256,puas bgt packingnya jg rapih kirimnya cepat kurirnya ramah..mantap dch,isi ini ya ges (positive/neutral/negative)
6257,"barang selamat sampai Riau, Sumatra. kurir ramah, TV berfungsi sangat baik",isi ini ya ges (positive/neutral/negative)
6258,"ORDER SELASA (CUMA 3 HARI) - JUMAT SUDAH DI DEPAN PINTU RUMAH  DIBUNGKUS RAPI DALAM DUS DOUBLE DILAPISI PLASTIC BUBBLE SUPER AMAN HARGA DENGAN SPESIFIKASI YANG SAMA SUDAH DICEK DI TOKO TETANGGA (B#xyz..., T#abc..., dll) TERMURAH.... BOLEH DI CHECK SENDIRI DEGH.... DAN BUKTIKAN SENDIRI... KESIMPULAN: HIGHLY RECOMENDED SELLER.... KEEP UP YOUR GOOD WORK LAZADA...",isi ini ya ges (positive/neutral/negative)
6259,Mantap dah... Moga awet,isi ini ya ges (positive/neutral/negative)
6260,"Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",isi ini ya ges (positive/neutral/negative)
6261,paket sudah diterima..respon dan pengiriman cepat.. trimss,isi ini ya ges (positive/neutral/negative)
6262,"josh.. aseli apik tenan ,bagus , lancar ,cepat utk nyimpan file ,& di buka lagi ,masih ada file nya ,gak abal2",isi ini ya ges (positive/neutral/negative)
6263,"Kualitas barang baik, tidak ada cacat apapun, pengiriman juga aman menggunakan packing kayu,",isi ini ya ges (positive/neutral/negative)
6264,Sangat puasa,isi ini ya ges (positive/neutral/negative)
6265,"sesuai pesanan barang bagus, packing rapi, sampai dengan cepat dan selamat terimakasih lazada",isi ini ya ges (positive/neutral/negative)
6266,"Tks Lazada dan DoltedAccStore, barangnya sdh sampai.",isi ini ya ges (positive/neutral/negative)
6267,flasdisk tidak terbaca..sangat kecewa,isi ini ya ges (positive/neutral/negative)
6268,barang sudah sampai sesuai pesanan tanpa ada yg kurang.... recomended seller pokoke..hanya disayangkan mesti ambil sendiri di j&t  karena paketnya gede banget,isi ini ya ges (positive/neutral/negative)
6269,"alhamdulillah,sampe juga ichiko,lucu sih modelnya,anak saya suka...gambar bagus,cuma suara agak cempreng..hhh,overall keren,trims ya moga2 awet...",isi ini ya ges (positive/neutral/negative)
6270,trims seller dan lazada,isi ini ya ges (positive/neutral/negative)
6271,Sangat memuaskan. Hanya 2 hari sudah tiba. Barangnya bagus dan murah.  Saya sudah gunaka untuk membackup data laporan.,isi ini ya ges (positive/neutral/negative)
6272,"Alhamdulillah pesanan sudah diterima dengan baik. Dipesan kamis, hari sabtu sudah diterima. Terima kasih Lazada. Terima kasih juga Ninja kurirnya ramah.",isi ini ya ges (positive/neutral/negative)
6273,"Tadinya cuma mau beli satu, tapi karena ongkir gratis berlaku kalau belanja min.100 jadi beli dua. Pas banget 100rb. Aku tambah voucher jadi total 83rb aja. Jadi harga satuannya 41.500 untuk sandisk cruzer 16GB. Termurah sejagat raya",isi ini ya ges (positive/neutral/negative)
6274,Mantul!! Datang tepat waktu. Barangnya oke bgt.,isi ini ya ges (positive/neutral/negative)
6275,"Packing rapih dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung dateng). Pokonya seller recommended, dari segi harga juga bersaing. :) ;) :D",isi ini ya ges (positive/neutral/negative)
6276,"Brg cepat diterima, packing oke, brg mulus, blm sempet test tp mudah2an awet, tq..",isi ini ya ges (positive/neutral/negative)
6277,semoga baguuuusss,isi ini ya ges (positive/neutral/negative)
6278,"sudah di terima, semoga semuanya normal. Thx",isi ini ya ges (positive/neutral/negative)
6279,"mantap ,  mudah2an awet tv nya. bening .",isi ini ya ges (positive/neutral/negative)
6280,produk sesuai dan sampai tepat waktu,isi ini ya ges (positive/neutral/negative)
6281,Pengiriman nya cepet tv nya juga oke baru d coba juga smga gak ada apa2 ke depan nya thanks seller n lazada,isi ini ya ges (positive/neutral/negative)
6282,"baguss,,langsung oprasiin ,,jalan ,lancar cepeet bebas  kendala",isi ini ya ges (positive/neutral/negative)
6283,"Terimakasih banyak gan, semoga sukses selalu, amanah & jujur, barang Alhamdulillah datng dgn selamat & sudah saya coba berfungsi dgn baik, terimakasih.",isi ini ya ges (positive/neutral/negative)
6284,Bagus..,isi ini ya ges (positive/neutral/negative)
6285,"kualitas ok,pengiriman 5 hari ke plg,smga tv ny awet,thanx coocaa dan lazada",isi ini ya ges (positive/neutral/negative)
6286,"Barang sesuai deskripsui, puas deh..",isi ini ya ges (positive/neutral/negative)
6287,mantappp bro,isi ini ya ges (positive/neutral/negative)
6288,"barang bagus,2hr uda sampe walaupun harus ambil sendiri barangnya tp over all oke lah ,semua berfungsi dgn baik ..tks laxada",isi ini ya ges (positive/neutral/negative)
6289,Lebih cepat dari perkiraan dan sesuai diskripsi.,isi ini ya ges (positive/neutral/negative)
6290,"Seller dapat dipercaya, memberikan solusi terbaik, respond cepat, dan menjamin qualitas  barang dan menjaga kepercayaan customer, Salam suksess, Terimakasih",isi ini ya ges (positive/neutral/negative)
6291,packing yg sangatt...sangat rapih dan patenn... yakin terlindungi...puass banget sama packingnya...barangnya sesuai pic... hrga yg sngat memuaskan... tanks Lazada yg sudah membantu segala ke btuhan dan memberi kepercayaan belanja online...good...😍😍😘😘😘👍👍👍,isi ini ya ges (positive/neutral/negative)
6292,Sangat memuaskan,isi ini ya ges (positive/neutral/negative)
6293,sesuai harapan,isi ini ya ges (positive/neutral/negative)
6294,gak bisa compare ke yg lain sih (alasan kantong). jadi 4 bintang aja,isi ini ya ges (positive/neutral/negative)
6295,"Mantab tv nya dan mantab diskon lazada, pengiriman lama banget.",isi ini ya ges (positive/neutral/negative)
6296,barang bagus sesuai dengan harga,isi ini ya ges (positive/neutral/negative)
6297,keren banget...makasih ya..pengiriman jg cepat..,isi ini ya ges (positive/neutral/negative)
6298,good.barang sesuai pesanan,isi ini ya ges (positive/neutral/negative)
6299,"udah degdegan banget takutt terjadi yg gak di inginkan , takut pecah , tapi Alhamdulillah selamat dengn mulus, kurirnya ramah masangin dulu tvnya haha , pengiriman cepat sekali ,",isi ini ya ges (positive/neutral/negative)
6300,Bagus pengiriman super cepat,isi ini ya ges (positive/neutral/negative)
6301,Flashdisk nya bagus unyu lucu suka terima kasih Lazada ^^,isi ini ya ges (positive/neutral/negative)
6302,"pengiriman lumayan cepat, barang oke, sesuai spek",isi ini ya ges (positive/neutral/negative)
6303,"Barang original , kualitas ok , packaging aman",isi ini ya ges (positive/neutral/negative)
6304,"Alhamdulillah barang sdh mendarat dgn selamat..sempat khawatir krn hnya di packing dgn bubblewrap. BTW barang mantapp, semoga awet. Terima kasih Lazada",isi ini ya ges (positive/neutral/negative)
6305,good.barang sesuai pesanan,isi ini ya ges (positive/neutral/negative)
6306,sangat suka suksel slalu lazada,isi ini ya ges (positive/neutral/negative)
6307,"Flashdisk ok, kec sekitar 6mb an, spacenya kurg lebih 16gb... Mantab jiwa",isi ini ya ges (positive/neutral/negative)
6308,"goood..real picture,i like it",isi ini ya ges (positive/neutral/negative)
6309,"plasdisknya tdk bisa menyimpan data ,,, bnyak firus padahal baru .... gak bsa d gunakan plasdisk nya kak...jdi kcwa",isi ini ya ges (positive/neutral/negative)
6310,tepat,isi ini ya ges (positive/neutral/negative)
6311,puas sm products nya good,isi ini ya ges (positive/neutral/negative)
6312,"Produk berfungsi dengan baik, pengiriman cepat. User friendly untuk pengoperasiannya. Terima kasih lazada untuk flash salenya. Sesuai untuk harganya.",isi ini ya ges (positive/neutral/negative)
6313,Mantap g da masalah..,isi ini ya ges (positive/neutral/negative)
6314,"Mantaap, barang sesuai.. kualitas ok, pengiriman cepat, dpt berfungsi dgn baik, fitur mantap",isi ini ya ges (positive/neutral/negative)
6315,barang ok. pengiriman ok. terima kasih lazada,isi ini ya ges (positive/neutral/negative)
6316,Hanya butuh 3hari barang langsung datang .. Packagingnya oke.. Sukses terus lazada,isi ini ya ges (positive/neutral/negative)
6317,anak diindo saya ditaiwan.... good lezada,isi ini ya ges (positive/neutral/negative)
6318,Agak lama tp barang bgs,isi ini ya ges (positive/neutral/negative)
6319,sesuai keinginan... joss,isi ini ya ges (positive/neutral/negative)
6320,good.. semoga barang nya awet,isi ini ya ges (positive/neutral/negative)
6321,Dari segi harga dan kualitas sangat baik sekali. Murah tapi tidak murahan. Ini pembelian ke-2 saya 👍,isi ini ya ges (positive/neutral/negative)
6322,"pelayanan lazada-nya ok, tp support Coocaa nya buruk, tv rusak mainboard-nya setelah pemakaian 2 bulan, dpt eVIP dari Coocaa jadi berhak dpt penggantian unit baru, tapi udah 3minggu lebih masih blum dikirim. kecewa",isi ini ya ges (positive/neutral/negative)
6323,Baik. Pengiriman agak lambat.,isi ini ya ges (positive/neutral/negative)
6324,"saya tanya bonus langganan iflix 6 bulan, dapet jawaban dari pihak lazada malah ga dapet, klo gitu buat apa anda tulis dapet bonus iflix 6 bulan, ga lagi lagi deh belanja di xiaomi lazada. klo memang ga akan di kasih, ngapain di tulis dapet bonus langganan iflix",isi ini ya ges (positive/neutral/negative)
6325,TV sudah diterima dgn baik... pengiriman cepat dgn pembayaran ditempat... Semoga awet,isi ini ya ges (positive/neutral/negative)
6326,"Barang sesuai deskripsi, aman dan asli. Sangat sedih dan kecewa pihak JNE sebagai jasa pengiriman tidak bertanggungjawab.",isi ini ya ges (positive/neutral/negative)
6327,terimakasih,isi ini ya ges (positive/neutral/negative)
6328,"Dua hari langsung datang,Cucok meyong Lazada Thank's baru mau d coba nih LED nya,semoga awet",isi ini ya ges (positive/neutral/negative)
6329,mantap bagus,isi ini ya ges (positive/neutral/negative)
6330,Barang bagus,isi ini ya ges (positive/neutral/negative)
6331,belum saya coba,isi ini ya ges (positive/neutral/negative)
6332,"Tv nya Bagus, pengiriman juga cepat mkasih lazada. sukses teruss ..",isi ini ya ges (positive/neutral/negative)
6333,tv nya mantap. dpt harga miring. mdh²an thn lama,isi ini ya ges (positive/neutral/negative)
6334,diterima dgn baik dan selamat....masi akan dicoba dulu sambil belajar pakainya.....thx lazada&ninja,isi ini ya ges (positive/neutral/negative)
6335,Barang original dan bergaransi,isi ini ya ges (positive/neutral/negative)
6336,"Barang bagus, packing sangat bagus, Terima kasih Lazada",isi ini ya ges (positive/neutral/negative)
6337,ok. tks barang sdh sampai di rmh sy.tapi warnanya kurang jernih...setelah di tes,isi ini ya ges (positive/neutral/negative)
6338,bagus mudah2an awet,isi ini ya ges (positive/neutral/negative)
6339,cepet sampe sore pesen besok siang sampe. gambar jerjih. suara mantap. youtube lancar pake simpati  toopppp daaaah...,isi ini ya ges (positive/neutral/negative)
6340,"packing super aman, ongkir murah.. puas belanja disini..",isi ini ya ges (positive/neutral/negative)
6341,"Gambar di program DTV jernih tp, di TV program kurang.",isi ini ya ges (positive/neutral/negative)
6342,Baru nanti di tambah Bintang nya,isi ini ya ges (positive/neutral/negative)
6343,Packingnya rapi banget dan bener bener aman. Barang nyampe nya juga cepet sesuai perkiraan. Semoga awet barangnya,isi ini ya ges (positive/neutral/negative)
6344,"barang sudahbdatang, mantab, semoga awet, thank lazada",isi ini ya ges (positive/neutral/negative)
6345,brngx cukup bagus.,isi ini ya ges (positive/neutral/negative)
6346,Barang bagus top.sesuai pesanan..cuma pengiriman agak lama,isi ini ya ges (positive/neutral/negative)
6347,Mantapppppppppp,isi ini ya ges (positive/neutral/negative)
6348,Barang okeee Terima kasih lazada,isi ini ya ges (positive/neutral/negative)
6349,Sayang tidak ada bracket nya... katanya dapat gratis,isi ini ya ges (positive/neutral/negative)
6350,Recommended banget,isi ini ya ges (positive/neutral/negative)
6351,puas,isi ini ya ges (positive/neutral/negative)
6352,alhamdulillah semoga awet,isi ini ya ges (positive/neutral/negative)
6353,"kelamaan datang barangnya, tapi suka dengan barangny, sesuai dihati.  terimakasih lazada. 😊😊😊🙏",isi ini ya ges (positive/neutral/negative)
6354,barang sudah sampai,isi ini ya ges (positive/neutral/negative)
6355,Bagus sesuai permintaan,isi ini ya ges (positive/neutral/negative)
6356,"Pesanan saya kira2 smpe kapan ya?  Karna harus titip sm yg ada d kntor,   No pemesanan #3434195772",isi ini ya ges (positive/neutral/negative)
6357,barang kondsi baru,isi ini ya ges (positive/neutral/negative)
6358,"tvnya bagus,kurirnya ramah,datang barangnya cepet,terimakasih lazada",isi ini ya ges (positive/neutral/negative)
6359,Barang ok..pengiriman cepat trimakasih lazada..,isi ini ya ges (positive/neutral/negative)
6360,"Barang oke, sesuai dan pengiriman cepat. Sayang untuk manual book nya itu masih kurang, jd harus liat tutorial diyoutube. Tidak semua aplikasi android dihp bisa didownload ditv.",isi ini ya ges (positive/neutral/negative)
6361,sangat2 cepat pengirimannya. tgl 10 malem pesan tgl 11 siang sampai. sangat2 very2 recommended sekali,isi ini ya ges (positive/neutral/negative)
6362,Mantap berfungsi dengan baik ..,isi ini ya ges (positive/neutral/negative)
6363,"untuk tv nya, gambar nya clear dengan harga yang sangat murah. Beyond expectation pokoknya, untuk pengiriman 13 hari dari tanggal 11.11 , sempat hilang pula jadi harus bolak balik contact cs lazada dan ninja.",isi ini ya ges (positive/neutral/negative)
6364,barang original sesuai yg dipesan,isi ini ya ges (positive/neutral/negative)
6365,flashdiks corupt dijual,isi ini ya ges (positive/neutral/negative)
6366,"TV nya udh nyampe 1 minggu lbh melebihi batas estimasi pengiriman, sudah dicoba usb movie berjalan lancar, customer servis sangat membantu juga Ninjavan brg smpai selamat g pk packing kayu cm bubble warp aja Alhamdulillah brg mulus gak ada lecet, terimakasih lazada semoga tv awet..",isi ini ya ges (positive/neutral/negative)
6367,"barang sesuai, kemasan rapi, semoga awet",isi ini ya ges (positive/neutral/negative)
6368,fast respone good,isi ini ya ges (positive/neutral/negative)
6369,barang udah sampai.suara y mantap....,isi ini ya ges (positive/neutral/negative)
6370,Barang dtg Alhamdulillāh sesuai pesanan,isi ini ya ges (positive/neutral/negative)
6371,Kirain lektop teryata bukan.pas di nyalain eror,isi ini ya ges (positive/neutral/negative)
6372,"kemaren malam pesan hari ini datang, barang OKE, thanks  you so much",isi ini ya ges (positive/neutral/negative)
6373,original,isi ini ya ges (positive/neutral/negative)
6374,"barang nsampai denga. selamat.... hanya pengiriman terlalu lama dr perkiraan yg ditentukan lazada, sy hrus tanya2 ke ekspedisinua terus.., trims",isi ini ya ges (positive/neutral/negative)
6375,lumayan....,isi ini ya ges (positive/neutral/negative)
6376,Barang sesuai dngn sepek,isi ini ya ges (positive/neutral/negative)
6377,kualitas oke. dan sudah punya beberapa produk polytron semuanya awet. mantaaap!,isi ini ya ges (positive/neutral/negative)
6378,"kasih bintang 4 aja, kayak standar...mungkin akun saya yg zonk",isi ini ya ges (positive/neutral/negative)
6379,"mantap bgt,bonusny real😁",isi ini ya ges (positive/neutral/negative)
6380,Barang sesuai pesanan dan cepat sampai.,isi ini ya ges (positive/neutral/negative)
6381,Alhamdulillah tv nya udah nyampe paketnya rapiih kurirnya ramah terima kasih lazada,isi ini ya ges (positive/neutral/negative)
6382,"Alhamdulillah barang sampaii dengan selamat , proses pengiriman nya pun cepett , packing rapih , gaada cacatt sma skalii , thanks lazada..",isi ini ya ges (positive/neutral/negative)
6383,tv sesuai dgn spesifikasi nya,isi ini ya ges (positive/neutral/negative)
6384,Terima kasih barang nya sudah di trima dengan baik dan aman...pengiriman cepat.. packing buble wrap...,isi ini ya ges (positive/neutral/negative)
6385,Tidak pikirin Berdosa menjual barangnya rusak,isi ini ya ges (positive/neutral/negative)
6386,Sangat puas,isi ini ya ges (positive/neutral/negative)
6387,"ternyata tv nya kecil,lebih kecil dr yg 32 inchi padahal  sy pesan yg 22inchi 😀",isi ini ya ges (positive/neutral/negative)
6388,barang sangat bagus dan paking Aman. pertahan prestasinya.,isi ini ya ges (positive/neutral/negative)
6389,hampir ragu karena biasa di paking pke kayu tp yg kl ini kok gak pke kayu tp dah mendarat dengan mulus dan dah di coba it's okey trimakasih lazada,isi ini ya ges (positive/neutral/negative)
