text,sentiment
layar rada kuning ya . selebihnya standar,negative
euforia pendukung indonesia yang berlebihan mengakibatkan jatuh nya mental pemain indonesia saat kebobolan dan susah bangkit lagi,negative
"plastik, yah ada harga ada kualitas",negative
"sudah mau mati , permintaa nya banyak amat seperti . kaum pasukan nasi bungkus",negative
"barang tidak sesuai gambar,mengecewakan",negative
aplikasi tukang bohong . promo gratis makan tidak terjadi . komplain ke pelayanan pelanggan dengan email tidak ditanggapi . komplain by phone hanya dicatat saja tidak ada tindak lanjut . sangat tidak direkomendasikan untuk siapa pun .,negative
"tempat nya lumayan luas , tempat parkir agak sempit , pilihan menu lumayan banyak , kekurangan nya adalah pelayanan kurang memuaskan , apalagi kalau sedang penuh , bisa sampai satu jam menunggu masakan sampai dihidangkan di meja . cukup membuat kesal .",negative
"drone sulit dikendalikan. take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk. menu app android bhs inggris tapi pesan errornya bahasa mandarin, gak bisa baca.",negative
"Agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?",negative
kesukaan saya di sini itu bubur nya . enak dan porsi nya besar . tapi . kepiting soka lada garam nya kurang enak dan banyak minyak sekali . jadi kecewa sebagai penikmat kepiting .,negative
fpi memang bajingan anjing ulama bangsat,negative
"boleh marah tidak ? sungguh terlalu indosat , sudah hampir 24 jam saya tidak bisa akses data . terima kasih atas pelayanan yang super lemah otak ini indosat .",negative
muak banget sama pemerintahan jokowi . gue berharap 2019 ganti presiden .,negative
"Pesen apa, datengnya apa... Untung masih menang argumen waktu komplain. Tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. Seller enak, untung... Buyer tetep rugi...",negative
barang ga sesuai sama permintaan. pdhl udh chat dl an untuk memastikan pesenan motif dan adh di ok in. tp .alah yg dtg tdk sesuain.,negative
tidak rapi,negative
"kejadian ini bukan baru pertama , sudah restart berkali-berkali , sulit !",negative
penjual jawab pertanyaan pelanggan kurang sopan,negative
produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,negative
"mudah�n awet, tp kainnya kurang nyerap, kalo di lantai granit masih ninggalin bekas",negative
saya mesan dua malah dikirim cuma satu,negative
ngancem,negative
"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",negative
Sangat kecewa. Produk terkesan sudah dipacking ulang (lembaran dan berat tidak sesuai dengan yang seharusnya).,negative
orang yang pakai koteka itu kayak gembel,negative
"dikirim tidak sesuai pesanan, proses lama sekali.",negative
"pengalaman order beef and chicken steak , dan salmon steak . mengecewakan , masih bau amis . all presentation dan rasa hanya jadi jadi , a bit expensive compare to other restoran selling sama menu . jadi kalau diajak makan di sini lagi mending menu chicken saja yang sudah jelas susah cari tempat parkir .",negative
berantakan,negative
"Sedikit kecewa karena packingan kardus berbyr ternyata benar� hanya 1 kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga, gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali (rusak total).",negative
tolong di cek sebelum dikirim ya khususnya sd,negative
"kebetulan saya mampir di batagor kingsley berhubung tempat nya dekat dengan tempat saya menginap , melihat banyak kendaraan yang parkir di depan toko membuat rasa penasaran akan batagor ini dan ternyata . hmmm rasanya jauh dari yang saya bayangkan menurut saya sih lebih enak batagor yang di kaki lima , selain harga nya yang mahal 1 buah batagor seharga rp . 12.000 kayak nya tidak sebanding dengan rasanya yang biasa saja seperti itu .",negative
mie nya kelembekan . tidak suka,negative
barang tdk sesuai dg pesanan...klu tdk ada barang nya jng dgabti sm yg lainnya...sangat kecewa...,negative
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,negative
"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",negative
jokowi sudah putus asa maka dari itu mau jadi boneka nya mega terus .,negative
hahaha cebong cuma segitu doang argumen luh cetek banget sih ilmu nya ya inilah cebong kalau tidak adu domba ya fitnah,negative
Respon sangat lama sekali No recomended,negative
barang baru seminggu tapi tiba mati dan sudah di ajukan garansi tapi sudah 1 bulan lebih tidak ada info perkembangan progres sedikitpun mohon mengikuti naik,negative
"barang sudah diterima dalam keadaan cacat,seperti ada yg nyobek,lain kali packingnya jangan cuma kresek doank,itu jga cma 1 lapis",negative
"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",negative
asian games sedikit mengecewakan karena disusupi politikus kotor pencari suaka elektabilitas !,negative
"Klik Klaim Hadiah 0 rupiah dari Tokopedia tapi malah tidak di kirim sampai satu minggu. Padahal stok masih ada sangat jelas masih tersedia di bar ijo. Dicek sedang dikirim dan ada nomor resi, tapi tidak valid. Entah yang salah di seller atau ekspedisi. Mengecewakan pelanggan baru yang baru gabung di Tokopedia. Semoga kedepannya tidak terjadi lagi.",negative
"ini bukti nya bahwa islam setiap hari memburu kita , maka sejak saat ini , perlukah kita melindungi agama kita ?",negative
Ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,negative
barangnya datang dalam keadaan tidak bagus,negative
"susah ya sama orang primitif di tolikara papua yang bodoh , orang lagi salat id malah dibubarkan . si hitam yang tolol di tolikara",negative
tidak bahagia,negative
bayar transaksi di tokopedia apa pakai bcaklikpay sering hang / freeze di layar masuk dan layar pengisian tp .,negative
tidak bersinar,negative
"Karung baru bkn bekas,tipis... ga sesuai gambar.... kapok belanja lg",negative
minum air usung sajalah walaupun bosan,negative
"buni yani gila , main fitnah ahok .",negative
"dengar dari teman tempat ini bagus , bisa buat foto-foto prewedding , etc. usaha dech ke sana tapi mengecewakan , sih . tempat nya biasa saja cuma seperti kebun-kebun yang ditata terus ada danau . resto nya mahal , dan tidak enak .",negative
sangat kecewa sekali,negative
kartu merah dan 3 pinalti . luar biasa buruk kinerja wasit ini .,negative
ruhut mulut bak comberan penjilat penguasa . besok prabowo menang jilat prabowo juga ruhut .,negative
ok kiriman agak terlambat 1 hari pakai yes . lebih responsif dong,negative
"hello , tolong pantau keadaan dan kebersiham kfc cawangan muar store id : 1010128 . lingkungan nya yang sangat kotor . saya sangat kecewa .",negative
"Kecewa , produk banyak yg kurang",negative
6 hari yang melelahkan tidak berbuah manis,negative
"suasana nya asik , romantis , dan ekslusif . pemandangan nya juga sangat bagus . tapi sayang , jalan untuk menuju ke sana nya masih rusak dan jauh .",negative
"yang terhormat admin saya sudah restart kartu perdana ini lebih dari5x semalam . pengaturan manual juga sudah saya pengaturan , kalau memberi solusi yang benar dong !",negative
jangan obrolan hanya ketika kamu bosan . aku bukan hiburan mu .,negative
Ada cacat pada saat sampai di rumah ??,negative
"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",negative
Pesan yg varian 20pcs tp cuma dikirim 10pcs,negative
"Barang pesanan sampai, cuma tidak sesuai dengan yg saya pesan, komplain tidak ditanggapi dibales cuma sekedarnya, di telp tidak diangkat, di wa gak di bales, dr pada lama nunggu balasan dr agan ini mending saya jual aja tu liquid.. br kali ini belanja di tokopedia nemu seller yg kyak begini..gak2 lagi2 deh belanja disini percuma Di deskripsi gede2 ditulis jgn sampai kurang isi keterangan soalnya bkl_an di kasih random ehhh ini malah seller nya sendiri yg salah begitu, minta maaf pun gak..mending dikasih Nic 6 pesannya Nic. 3 tp produk sama, lah ini seller salah ngirim produk yg dipesan.. Kalo saya siy kecewa berat belanja disini krn barang salah kirim taunya bakalan susah di retur...saya juga lg liburan gara2 begini saya sibuk ngurusin beginian nunggu2 masalah ini cepat kelar.. SORRY TO SAY NOT RECOMMENDED SELLER",negative
Kecewa deh beli helm sudah pakai bubble wrap tp masih lecet di bagian dalam visor helm lg. Berarti bukan lecet dari pengiriman. Tanggapan penjual juga tidak baik.,negative
"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",negative
"warung ini terbilang unik karena berada di mal tetapi konsep nya warung banget . dipenuhi dengan pajangan-pajangan tradisional seperti kaleng kerupuk , cangkir , botol yang kuno membuat warung ini beda dengan yang lain . menu makanan kebanyakan tradisional , saya mencoba mi kocok nya tetapi kecewa karena rasanya tidak enak biasa banget .",negative
bosan dengan dunia ini yang penuh dengan kemunafikan,negative
ini taxi bikin jengkel dia bikin keliling-keliling baru biaya nya mahal sekali .,negative
"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",negative
"lampu nya mengecewakan, tdak nyala semua",negative
"mencoba sarapan di tempat ini memilih tempat duduk di non smoking area . tak berapa lama kmd datanglah sepasang tamu duduk kira-kira 5 meter dari tempat kami berada . tamu pria kmd menyalakan rokok tentu saja bau asap rokok segera memenuhi ruangan , kmd kami komplain kepada pelayan di sana jawaban nya sungguh konyol . tamu boleh saja merokok di area non-smoking , sangat tidak masuk akal .",negative
tjahjo ku molo jadi mentri kok tidak jelas begitu,negative
"dikira hal tolol seperti begini tidak bakal merembet ke yogyakarta , ternyata memang banyak umat tolol juga di jogja",negative
"Sangat kecewa, extra box tidak dikirim sama sekali. Saya beli 4 sepatu dan 4 extra box tapi tidak ada extraboxnya. Saya hanya terima 4 sepatu di dalam 1 box besar.",negative
berantakan,negative
Hanya bisa di putar sebelah dan baut gampang kalah sama obeng,negative
"say rada-rada , nih , malah melindungkan demis biar rumah demis tidak perlu digeledah , say lagi cari muka biar dapat banyak dukungan , kali , ya .",negative
"ular itu beracun , seperti apa pun bentuk nya dan kamu tidak boleh meremehkan meski pun ular itu cuma satu ekor saja . ular itu berbahaya di mana pun mereka berada . muslim juga seperti itu .",negative
tidak rindu,negative
hasil poling netizen 70 % orang ini pembohong . apakah kalian masih mau percaya ?,negative
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,negative
"lah , panca terlalu sombong nih , fakta nya ahy baru dielu-dieluan oleh kalangan konstituen medsos keluarga besar demokrat saja , selanjutnya ah harus tampil dengan ide-ide baru untuk konsumsi semua masyarakat pada menjual ah dengan bahasa yang bersahabat , bukan dengan sinis seperti ini",negative
jelas saya membenci ondosat yang sinyal nya lemah,negative
saldo grab saya disedot oleh driver dengan memasukan biaya tol dan lainnya . padahal saya tidak ada melewati tempat parkir dan tol . mohon ditindaklanjuti . karena ini membuat saya tidak nyaman dengan aplikasi ini jika seperti ini terus .,negative
Tidak pengaruh,negative
habisi orang papua,negative
"pribumi indonesia jadi rakyat saja merepotkan , apalagi jadi pemimpin .",negative
timernya kurang tepat,negative
tolong diperhatikan barang yg akan dikirim layak/tidak..pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,negative
"bohong banget tropicana slim tidak bikin diabetes , nih bukti nya bapak saya tetap kena !",negative
"ya . musuh kita , polisi ! polisi penyebar kebencian dan fitnah terhadap habieb rizieq .",negative
gagal,negative
"touchscreenya tidak fungsi, saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",negative
ini hotel sebenarnya enak . cuma risih sama wc nya saja . sempit sekali .,negative
Malah gak di kirim yg ini...,negative
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,negative
"BARANG RUSAK, TIDAK BISA ADI CHARGE . SEHINGA TIDAK BISA DIPAKAI. RESPON PENJUAL SANGAT LAMBAT !!. SAYA KECEWA SBGI PEMBELI !",negative
tidak ada yang salah dengan desain kolonial yang cantik di djoroe masak . hanya saja kualitas makana nya kurang memuaskan .,negative
baso malang karapitan termasuk bakso fav saya namun selalu saja pelayanan dan kwalitas baso malang karapitan ciwalk ini di bawah standar dari kwalitas yang ada favorit saya mi ayam rica2 bakso urat dan stroberi segar juice namun lagi lagi kualitas nya membuat saya kecewa ayam-ayam rica2 nya sedikit saja dan rasa stroberi pun bukan segar tapi manis gula legit karena kebanyakan gula nya . lagi lagi kecewa,negative
"untuk giggle box istana plaza , pada awal nya , kami sangat suka dengan tempat nya yang sangat menarik dan makanan yang enak , dan sempat merekomendasikan ke teman , tetapi setelah kunjungan yang ke 7 , tepat nya tanggal 13.08.13 pukul . 19.00 - / kami pesan grilled chicken dan chicken brisket schnitze , menu pertama sangat enak , tetapi ketika kami hendak makan potongan pertama menu kedua itu sangat tidak layak untuk dimakan .",negative
"asli dah indihome lemah otak banget dah sekarang , apa guna nya bayar mahal mahal gila emosi nih benar-benar",negative
"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",negative
"kemarin kami merayakan ulang tahun teman kami di sini , makanan yang cukup enak , tetapi porsi minuman nya sangat sedikit dengan harga yang cukup mahal . __sad__",negative
tidak sehat,negative
lampunya gak nyala,negative
"mohon perbaikan nya setiap beli kuota indosat pasti ada saja maslah nya , kampung !",negative
barang belum diterima,negative
"rumah makan surya , benhil , rumah makan padang overrated . pelayanan jelek , harga mahal , rasa biasa saja",negative
"kfc depan sutos town square pelayanan nya mengecewakan , wifi parah , meja kotor dibiarkan , tidak electricity charge .",negative
"baru diminum sedikit, besoknya udah basi :(",negative
"Barang lecet, tidak bisa diganti karna saat unboxing tidak di video, pelajaran untuk yg mau beli disini.. kalo mau buka paketnya di videoin biar ga kaya saya dapet raket lecet",negative
"tidak dong . aku pilih sby , eh pilih prabowo maksude . dan yang akan datang aku pilih yang selain jokowi seperti biasanya yang selain dari partai banteng moncong tepung . grinningfacewithsmilingeyes",negative
data tersebut jelas kinerja jokowi lebih buruk dengan asumsi output nya sama,negative
yang umum aja lo sudah impor . munafik najis orang indonesia . anjing,negative
"sangat sangat tidak menyenangkan dengan pelayanan nya . sangat disayangkan kualitas kereta yang sangat bagus , serta fasilitas yang nyaman dan bagus . tetapi sdm yang tidak berkualitas .",negative
Minta warna coklat dikirim hitam. Bilangnya ready,negative
"Order tgl 28 feb 22 baru diterima hari ini tgl 4 Mar 22, Diketerangan Estimasi diterima tgl 1-2 Maret 22, padahal sama sama jakarta, cukup sekali aja beli disini, kapok. NOT RECOMMENDED SELLER.",negative
"natal tahun ini lebih sedikit orang ibadah dari tahun lalu , tapi kemacetan lalu lintas lebih parah tahun ini ckck",negative
mau nya setelah dimundurin dengan menuduh pihak lain bu risma mau terima jadi cawagub . eh ternyata ditolak dengan beliau ... ! haha,negative
Penjual tidak komunikatif...,negative
"kayak nya hampir 50 - 70 % pemilih jokowi , khusus nya menengah ke bawah menyesal pilih dia .",negative
"Susah d pakainya, angin banyak yg bocor,",negative
kondisi barang agak kotor & sulit dibersihkan,negative
kemarin kamu bilang dorang kafir . hari ini kamu samakan dengan monyet dan babi . sudah kalau memang tidak merasa sebangsa jangan paksa diri . pisah saja .,negative
"makan di resto mewah , pelayanan bagus , harga tentu saja mahal , tapi rasanya semelekete , sungguh menjengkelkan .",negative
barang tdk sesuai dg pesanan...klu tdk ada barang nya jng dgabti sm yg lainnya...sangat kecewa...,negative
"waktu melihat menu tidak ada harga sudah curiga pasti mahal . makanan nya lumayan , pelayanan biasa . harga selangit tapi restoran nya biasa banget , tidak sesuai . banyak lalat lagi . saya dan keluarga makan di restaurant2 yang jauh lebih nyaman di ciwalk , dago atau pvj saja tidak semahal itu . tidak bakalan balik lagi ke mandarin restoran . sangat tidak disarankan makan di sini !",negative
"ya ternyata mengecewakan , ibu cerita , sek karang susah cari daging nya , dulu di pasar lama penjual nya dikasih khusus tempat , sekarang karena sudah pindah pasar baru , mereka tidak dikasih tempat , aduh . bagaimana itu coba . padahal pasar itu untuk semua rakyat indonesia .",negative
tidak cinta,negative
"cewek perek alexis di palembang rata-rata orang-orang sunda , seperti tahi kan mereka alim miskin jual diri .",negative
"di propinsi jateng kasus korupsi selefel dpr propinsi , tak terungkap kayak enggak punya pemimpin",negative
toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,negative
inti nya hanya satu . mereka gerombolan kampret / opisisi tidak suka melihat keberhasilan pemerintah .,negative
bagikan sebanyak-banyaknya . biar ini orang diproses . kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja .,negative
kaca malah jadi buram. cairan ini baunya seperti porstex. hati hati dalam membeli,negative
ini mah cuma pencitraan dari pak prabowo saja . mana mungkin dia bisa membangun indonesia agar lebih maju . janji palsu semua .,negative
"beli 2 jerigen kemasan 5 liter, 1 jerigen ada yg kurang isinya",negative
"sedih bgt belom ada 2bln waxingnya udah rusak dan gabisa dipake lg, padahal baru dipake 2x. dr awal dtg tutupnya penyok dan ga terlalu kedap udara jd pinggiran tutupnya rada basah. trus selama 1bln lebih disimpen di suhu ruang trus tutupnya selalu rapet, tp pas mau dipake lg taunya udah banyak semutnya:( pas dicoba pake spatula teksturnya jg mirip madu jd rada cair dan gamau lengket lg:( katanya kalo cair buang bagian atasnya aja, ini mah ampe bawah2 semua teksturnya kayak madu:( berarti dibuang semua dong? sedih bgt mana masih banyak lg sayang bgt:(",negative
ini indosat kalau sudah lemah otak memang keterlaluan bikin tidak senang nya,negative
Mur sama bautnya kurang dan penjual pertama bilang akan respon setelah 5-7hari setelah 2 minggu masih aja ga ada solusi. disuruh kirim balik bagian jemuran padahal yang kurang cuma mur sama baut dibikin ribet akhirnya itu bagian bawah ga bisa dipake. kurang profesional penanganannya,negative
beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,negative
jaringan indihome ini bapak banget bayar mahal tidak sesuai sama kualitas jaringan,negative
"uda biasa blanja di abbot, baru kali ini dateng penyok semua...ga tau ini promo gara2 emang abisin stok penyok atau toko cabangnya yg bermasalah, yg uda pasti ngga bakal belanja lagi di toko cabang d.",negative
"kafe yang sudah tua , dengan buku menu yang sangat usang bahkan ada 2 lembar menu saya yang hilang pada saat dikasih lalu pelayan nya carikan buku yang lain lagi , namun ada yang hilang dengan halaman yang berbeda kafe sangat gelap , live musik terlalu kencang , saking kenceng nya pelayan salah dengar berkalikali pertama saya menu a yang datang . lanjutan",negative
tumben rada waras ini binatang satu . barusan minum obat ya .,negative
"gubernur tulalit malu - maluin saja sampai presiden turun tangan urus sungai . pak jokowidodo rapat sungai citarum tapi gubernur terkait tidak ada , tanda nya tidak dianggap ! jangan bangga anda jadi gubernur karena keberadaan anda tak dianggap ! malu tujuh turunan",negative
saya itu memesan tiket dot com . sudah dibayar email belum ada balasan . bukti pembayaran sudah saya kirim by email . saya masukkan data balasan nya pemesanan kadaluarsa terus . akhirnya saya beli lagi langsung ke loket . saya minta uang kembali masih menunggu 3 - 14 hari . ambil saja uang tiket nya tidak apa-apa . sedih saya download aplikasi ini .,negative
"touchscreenya tidak fungsi, saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",negative
fpi belum bubar ya . jika terus-terus buat rusa basmi majalah di nkri daripada pusing . kita ada penegak hukum,negative
"wifi di sini selalu eror , makanan dan minuman agak mahal , lumpiah goreng asin sekali , teh susu hanya sedikit enak , lama sekali untuk pesanan",negative
jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama,negative
"islam arti nyai sama dengan induk babi , s sama dengan sengsara seumur hidup , l sama dengan lama-lama semakin gila , a sama dengan anak anjing , m sama dengan manusia miskin . itulah arti islam yang kalian tidak ketahui wahai orang bodo !",negative
"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",negative
parah banget xl deh sekarang sepertinya harus ganti provider lain cuma mahal doang kualitas jelek,negative
bocah seperti dan manja tidak pantas untuk hidup,negative
sok tahu banget sih lu mat . tidak usah sok-sokan beri ceramah segala . ceramah kamu sesat .,negative
topinya warnanya pudar dan gak sesuai dengan pic kecewa terimakasih,negative
BANYAKK RUSAKK DAN LECET NYAAAA !!!!,negative
bongkar saja pak jangan mau dipenjara sendirian,negative
"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",negative
alih . kok tidak bisa sih mbak .,negative
beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,negative
"sedikit-sedikit beliau nya beliau tidak ikut pilkada juga , bakal ditinggal demokrat juga yang berkoalisi dengan golkar , kemungkinan dedi mulyadi sebagai jbar 1 , tidak olkar pemilik suara terbanyak wajib cagub , alasan demiz ditinggal karena tidak mau nomor 2",negative
nakal,negative
"maklumlah kalau jokowi itu baperan , klaim meng klaim memang itu saja bisa nya , pokok nya presiden ri satu ini alay , lebay , capcay dan puyung hai .",negative
Barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,negative
"packing hanya pakai selembar plastik kresek, kertas basah semua",negative
indihome lemah otak parah . mahal doang stabil kagak,negative
"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",negative
"supaya adil , bikin saja patung aisyah cilik lagi ngangkang di depan masjid istiqlal , nabi muhammad kan doyan pepe anak kecil",negative
brg udah di terima.pesan ny masing2 1 pcs.tapi yg dtng malah doraemon semya.padahal udah di chat sebelumny.tlg sesuai orderan y..jawab adminny y.tapi dtngny malah lain,negative
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",negative
ustad asal asal kebanyakan bacot,negative
"Barang yang diterima cacat pada analog, untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya. lain kali tdk apa apa di buka segelnya untuk di cek analognya, sehingga tidak perlu masalah complain dan kirim balik sana lagi, Terima kasih",negative
"rasanya sekarang tidak seenak dulu-dulu . biasa saja . begitu bayar . jantung rasanya mau copot ! untuk makan mi cuma 10 mangkok , 3 polos 7 plus tambahan bisa pilih : bakso goreng , babat , bakso , pangsit harus merogoh uang 500.000 lebih . gila ! setelah ditanya yang polos 35.000 yang plus 50.000 itu belum ppn . gila !",negative
Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan. Laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi. Bolongan juga menonjol dan acak2an.,negative
"sudah lama banget pengin ke sini sama pasangan atau teman-teman ramuan sebenarnya , belum lagi dengar-dengar cerita dari teman tempat ini nyaman dan enak dijadikan tempat buat nongkrong apalagi buat anak muda . pas dapat off kerja , langsung deh ke sini bareng pacar , kita pesan cappucino , lemon tea , sama 1 loyang meat lovers pizza . no one of them adalah rekomendasi , atau even delicious !",negative
mau marah sama wifi dan indosat !,negative
pakai kartu kredit bca tidak untung malah rugi besar,negative
melihat muka nya ingin saya injak-injak saja,negative
Yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. Mohon dicek kembali sblm dikirim,negative
Box hancur!!!! Padahal customer beli untuk kado!!! Mengecewakan. Masa bungkus cuma pake plastik tipis? Toko besar tapi gak modal bubble wrap!!!!,negative
"untuk rasa biasa saja tidak membuat saya terkesan , dengan harga 33 ribu untuk mi ayam dan segelas lemon tea kata nya tapi yang disajikan bukan lemon tea malah jeruk nipis tea dengan ukuran gelas kecil terasa kurang menggigit di lidah , untuk pelayan perlu dilatih untuk melayani pelanggan dengan sepenuh hati bukan lips service saja",negative
yang dateng sangat-sangat beda dengan yang di foto,negative
kebetulan dekat tempat menginap di asia afrika . jalan kaki hanya 500 m . teman titip beli buat oleh oleh . rasa biasa saja . lumayan mahal .,negative
"botol kamu c1000 susah banget dibuka nya dah , bikin tangan sakit",negative
"jangan mudah percaya dengan siapapun yang mengaku telah pindah ke agama mu , lantas ia menyerang golongan - 2 di dalam agama mu",negative
Maaf barang berfungsi..tapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah�,negative
ada satu yang salah dong pengirimanya gimana kurang teliti,negative
"pernah makan di poolside hotel hilton ? sangat tidak rekomendasi untuk rasa dan harga . makanan kurang rasa , gue bawa 20 orang , semua kecewa .",negative
"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",negative
"Sepatu Hancurrrr,..........................",negative
"para cebong yang selama ini menuduh saya mencuri uang sedekah 30 %, silakan anda urus si aris wahyudi ini . dia ambil komisi 20 % untuk transaksi pelacuran berkedok agama . berani tidak , membulat si aris wahyudi ini ? atau kamu semua cuma berani sama jonru ?",negative
orang yang pakai koteka itu kayak gembel,negative
Barang pecah dan rusak saat diterima,negative
"seafood beraneka macam , boleh coba gurame goreng garing dan cumi telor asin , hanya saja meskipun harga kaki lima tapi rasa agak kurang enak dan makanan bukan segar seafood",negative
"entah kenapa rasanya jadi kurang , saus tiram terlalu berlebihan rasanya , saus padang juga agak aneh , yang enak hanya gurame saus bali nya . kangkung polos tidak berasa , yang terasi hanya rasa terasi . kerang-kerang kosong . pelayan tidak responsif , susah dipanggil . es campur kosong . kecewa sama kunjungan terakhir ini padahal sebelumnya dtang ke sini enak .",negative
sama sering eror melulu aplikasi nya tolong itu aplikasi sama web nya diperbaiki kok suka nya pemberi harapan palsukan saja,negative
"wangi tidak begitu enak,tidak ada isi ulang nya",negative
Barang tidak sesuai pesanan ... Mohon pendataan barang lebih cermat lagi,negative
"saya datang ketika liburan panjang , dan ke sini untuk makan malam tanggal 11 malam . mungkin lagi ramai-ramai nya , jadi banyak menu yang habis . dan saat itu hujan , banyak laron . tidak bisa menyalahkan restoran nya juga karena laron kan hidup bebas . tapi yang disayangkan dengan resto sekelas ini , pelayanan nya masih lama . kami menunggu makan cukup lama untuk beef donburi saja .",negative
sama sekali tidak suka dengan pelayanan di tempat sini . saya sudah sering ke the kiosk tapi baru kali ini kecewa . sudah lebih dari 30 menit makanan tidak datang dan ternyata terdapat kesalahan sistem sehingga pesanan kami tidak dibuatkan dan tidak ada konfirmasi kepada kami . pihak kiosk juga tidak menanyakan apakah pesan sudah lengkap atau tidak kepada kami . saya tidak akan kembali ke sini lagi .,negative
